id,order,family,subfamily,genus,species,genome,host,sequence_name,submission_date
2687,Unassigned,Circoviridae,,Circovirus,Chimpanzee associated circovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-12
2688,Unassigned,Circoviridae,,Circovirus,Duck circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-13
2689,Unassigned,Circoviridae,,Circovirus,European catfish circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-14
2690,Unassigned,Circoviridae,,Circovirus,Finch circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-15
2691,Unassigned,Circoviridae,,Circovirus,Goose circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-16
2692,Unassigned,Circoviridae,,Circovirus,Gull circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-17
2693,Unassigned,Circoviridae,,Circovirus,Human associated circovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-18
2694,Unassigned,Circoviridae,,Circovirus,Mink circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-19
2695,Unassigned,Circoviridae,,Circovirus,Pigeon circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-20
2696,Unassigned,Circoviridae,,Circovirus,Porcine circovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-21
2697,Unassigned,Circoviridae,,Circovirus,Porcine circovirus 2,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-22
2698,Unassigned,Circoviridae,,Circovirus,Porcine circovirus 3,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-23
2699,Unassigned,Circoviridae,,Circovirus,Raven circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-24
2700,Unassigned,Circoviridae,,Circovirus,Starling circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-25
2701,Unassigned,Circoviridae,,Circovirus,Swan circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-26
2702,Unassigned,Circoviridae,,Circovirus,Zebra finch circovirus,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-27
2703,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-28
2704,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 2,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-29
2705,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 3,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-30
2706,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 4,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",1999-12-31
2707,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 5,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-01
2708,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 6,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-02
2709,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 7,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-03
2710,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 8,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-04
2711,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 9,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-05
2712,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 10,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-06
2713,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 11,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-07
2714,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 12,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-08
2715,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 13,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-09
2716,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 14,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-10
2717,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 15,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-11
2718,Unassigned,Circoviridae,,Cyclovirus,Bat associated cyclovirus 16,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-12
2719,Unassigned,Circoviridae,,Cyclovirus,Bovine associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-13
2720,Unassigned,Circoviridae,,Cyclovirus,Chicken associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-14
2721,Unassigned,Circoviridae,,Cyclovirus,Chimpanzee associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-15
2722,Unassigned,Circoviridae,,Cyclovirus,Cockroach associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-16
2723,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-17
2724,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 2,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-18
2725,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 3,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-19
2726,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 4,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-20
2727,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 5,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-21
2728,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 6,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-22
2729,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 7,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-23
2730,Unassigned,Circoviridae,,Cyclovirus,Dragonfly associated cyclovirus 8,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-24
2731,Unassigned,Circoviridae,,Cyclovirus,Feline associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-25
2732,Unassigned,Circoviridae,,Cyclovirus,Goat associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-26
2733,Unassigned,Circoviridae,,Cyclovirus,Horse associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-27
2734,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-28
2735,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 2,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-29
2736,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 3,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-30
2737,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 4,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-01-31
2738,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 5,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-01
2739,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 6,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-02
2740,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 7,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-03
2741,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 8,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-04
2742,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 9,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-05
2743,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 10,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-06
2744,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 11,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-07
2745,Unassigned,Circoviridae,,Cyclovirus,Human associated cyclovirus 12,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-08
2746,Unassigned,Circoviridae,,Cyclovirus,Mouse associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-09
2747,Unassigned,Circoviridae,,Cyclovirus,Squirrel associated cyclovirus 1,ssDNA(+/-),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-10
2748,Unassigned,Clavaviridae,,Clavavirus,Aeropyrum pernix bacilliform virus 1,dsDNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-11
2749,Unassigned,Closteroviridae,,Ampelovirus,Blackberry vein banding-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-12
2750,Unassigned,Closteroviridae,,Ampelovirus,Grapevine leafroll-associated virus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-13
2751,Unassigned,Closteroviridae,,Ampelovirus,Grapevine leafroll-associated virus 3,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-14
2752,Unassigned,Closteroviridae,,Ampelovirus,Grapevine leafroll-associated virus 4,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-15
2753,Unassigned,Closteroviridae,,Ampelovirus,Grapevine leafroll-associated virus 13,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-16
2754,Unassigned,Closteroviridae,,Ampelovirus,Little cherry virus 2,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-17
2755,Unassigned,Closteroviridae,,Ampelovirus,Pineapple mealybug wilt-associated virus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-18
2756,Unassigned,Closteroviridae,,Ampelovirus,Pineapple mealybug wilt-associated virus 2,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-19
2757,Unassigned,Closteroviridae,,Ampelovirus,Pineapple mealybug wilt-associated virus 3,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-20
2758,Unassigned,Closteroviridae,,Ampelovirus,Plum bark necrosis stem pitting-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-21
2759,Unassigned,Closteroviridae,,Closterovirus,Beet yellow stunt virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-22
2760,Unassigned,Closteroviridae,,Closterovirus,Beet yellows virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-23
2761,Unassigned,Closteroviridae,,Closterovirus,Burdock yellows virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-24
2762,Unassigned,Closteroviridae,,Closterovirus,Carnation necrotic fleck virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-25
2763,Unassigned,Closteroviridae,,Closterovirus,Carrot yellow leaf virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-26
2764,Unassigned,Closteroviridae,,Closterovirus,Citrus tristeza virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-27
2765,Unassigned,Closteroviridae,,Closterovirus,Grapevine leafroll-associated virus 2,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-28
2766,Unassigned,Closteroviridae,,Closterovirus,Mint virus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-02-29
2767,Unassigned,Closteroviridae,,Closterovirus,Raspberry leaf mottle virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-01
2768,Unassigned,Closteroviridae,,Closterovirus,Rose leaf rosette-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-02
2769,Unassigned,Closteroviridae,,Closterovirus,Strawberry chlorotic fleck-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-03
2770,Unassigned,Closteroviridae,,Closterovirus,Tobacco virus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-04
2771,Unassigned,Closteroviridae,,Closterovirus,Wheat yellow leaf virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-05
2772,Unassigned,Closteroviridae,,Crinivirus,Abutilon yellows virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-06
2773,Unassigned,Closteroviridae,,Crinivirus,Bean yellow disorder virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-07
2774,Unassigned,Closteroviridae,,Crinivirus,Beet pseudoyellows virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-08
2775,Unassigned,Closteroviridae,,Crinivirus,Blackberry yellow vein-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-09
2776,Unassigned,Closteroviridae,,Crinivirus,Cucurbit yellow stunting disorder virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-10
2777,Unassigned,Closteroviridae,,Crinivirus,Diodia vein chlorosis virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-11
2778,Unassigned,Closteroviridae,,Crinivirus,Lettuce chlorosis virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-12
2779,Unassigned,Closteroviridae,,Crinivirus,Lettuce infectious yellows virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-13
2780,Unassigned,Closteroviridae,,Crinivirus,Potato yellow vein virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-14
2781,Unassigned,Closteroviridae,,Crinivirus,Strawberry pallidosis-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-15
2782,Unassigned,Closteroviridae,,Crinivirus,Sweet potato chlorotic stunt virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-16
2783,Unassigned,Closteroviridae,,Crinivirus,Tetterwort vein chlorosis virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-17
2784,Unassigned,Closteroviridae,,Crinivirus,Tomato chlorosis virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-18
2785,Unassigned,Closteroviridae,,Crinivirus,Tomato infectious chlorosis virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-19
2786,Unassigned,Closteroviridae,,Unassigned,Alligatorweed stunting virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-20
2787,Unassigned,Closteroviridae,,Unassigned,Blueberry virus A,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-21
2788,Unassigned,Closteroviridae,,Unassigned,Megakepasma mosaic virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-22
2789,Unassigned,Closteroviridae,,Unassigned,Mint vein banding-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-23
2790,Unassigned,Closteroviridae,,Unassigned,Olive leaf yellowing-associated virus,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-24
2791,Unassigned,Closteroviridae,,Unassigned,Persimmon virus B,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-25
2792,Unassigned,Closteroviridae,,Velarivirus,Areca palm velarivirus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-26
2793,Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-27
2794,Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 2,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-28
2795,Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 3,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-29
2796,Unassigned,Closteroviridae,,Velarivirus,Cordyline virus 4,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-30
2797,Unassigned,Closteroviridae,,Velarivirus,Grapevine leafroll-associated virus 7,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-03-31
2798,Unassigned,Closteroviridae,,Velarivirus,Little cherry virus 1,ssRNA(+),Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-01
2799,Unassigned,Corticoviridae,,Corticovirus,Pseudoalteromonas virus PM2,dsDNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-02
2800,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phi6,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-03
2801,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phi8,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-04
2802,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phi12,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-05
2803,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phi13,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-06
2804,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phi2954,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-07
2805,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phiNN,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-08
2806,Unassigned,Cystoviridae,,Cystovirus,Pseudomonas virus phiYY,dsRNA,Bacteria,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-09
2807,Unassigned,Endornaviridae,,Alphaendornavirus,Basella alba alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-10
2808,Unassigned,Endornaviridae,,Alphaendornavirus,Bell pepper alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-11
2809,Unassigned,Endornaviridae,,Alphaendornavirus,Cucumis melo alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-12
2810,Unassigned,Endornaviridae,,Alphaendornavirus,Erysiphe cichoracearum alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-13
2811,Unassigned,Endornaviridae,,Alphaendornavirus,Grapevine endophyte alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-14
2812,Unassigned,Endornaviridae,,Alphaendornavirus,Helicobasidium mompa alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-15
2813,Unassigned,Endornaviridae,,Alphaendornavirus,Hordeum vulgare alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-16
2814,Unassigned,Endornaviridae,,Alphaendornavirus,Hot pepper alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-17
2815,Unassigned,Endornaviridae,,Alphaendornavirus,Lagenaria siceraria alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-18
2816,Unassigned,Endornaviridae,,Alphaendornavirus,Oryza rufipogon alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-19
2817,Unassigned,Endornaviridae,,Alphaendornavirus,Oryza sativa alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-20
2818,Unassigned,Endornaviridae,,Alphaendornavirus,Persea americana alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-21
2819,Unassigned,Endornaviridae,,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-22
2820,Unassigned,Endornaviridae,,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 2,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-23
2821,Unassigned,Endornaviridae,,Alphaendornavirus,Phytophthora alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-24
2822,Unassigned,Endornaviridae,,Alphaendornavirus,Rhizoctonia cerealis alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-25
2823,Unassigned,Endornaviridae,,Alphaendornavirus,Vicia faba alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-26
2824,Unassigned,Endornaviridae,,Alphaendornavirus,Winged bean alphaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-27
2825,Unassigned,Endornaviridae,,Alphaendornavirus,Yerba mate alphaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-28
2826,Unassigned,Endornaviridae,,Betaendornavirus,Alternaria brassicicola betaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-29
2827,Unassigned,Endornaviridae,,Betaendornavirus,Botrytis cinerea betaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-04-30
2828,Unassigned,Endornaviridae,,Betaendornavirus,Gremmeniella abietina betaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-01
2829,Unassigned,Endornaviridae,,Betaendornavirus,Sclerotinia sclerotiorum betaendornavirus 1,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-02
2830,Unassigned,Endornaviridae,,Betaendornavirus,Tuber aestivum betaendornavirus,dsRNA,Plant or Fungi,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-03
2831,Unassigned,Flaviviridae,,Flavivirus,Apoi virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-04
2832,Unassigned,Flaviviridae,,Flavivirus,Aroa virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-05
2833,Unassigned,Flaviviridae,,Flavivirus,Bagaza virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-06
2834,Unassigned,Flaviviridae,,Flavivirus,Banzi virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-07
2835,Unassigned,Flaviviridae,,Flavivirus,Bouboui virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-08
2836,Unassigned,Flaviviridae,,Flavivirus,Bukalasa bat virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-09
2837,Unassigned,Flaviviridae,,Flavivirus,Cacipacore virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-10
2838,Unassigned,Flaviviridae,,Flavivirus,Carey Island virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-11
2839,Unassigned,Flaviviridae,,Flavivirus,Cowbone Ridge virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-12
2840,Unassigned,Flaviviridae,,Flavivirus,Dakar bat virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-13
2841,Unassigned,Flaviviridae,,Flavivirus,Dengue virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-14
2842,Unassigned,Flaviviridae,,Flavivirus,Edge Hill virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-15
2843,Unassigned,Flaviviridae,,Flavivirus,Entebbe bat virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-16
2844,Unassigned,Flaviviridae,,Flavivirus,Gadgets Gully virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-17
2845,Unassigned,Flaviviridae,,Flavivirus,Ilheus virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-18
2846,Unassigned,Flaviviridae,,Flavivirus,Israel turkey meningoencephalomyelitis virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-19
2847,Unassigned,Flaviviridae,,Flavivirus,Japanese encephalitis virus,ssRNA(+),Vertebrate,"4219093 Porcine circovirus type 2-D, complete genome",2000-05-20
